Time,Iso_tot,Iso_ice,Iso_do,Tsurf,Tdo,Ice_eas,Ice_nam,Ice_tot,Sealevel_Uncorrected,Sealevel_Corrected
25.7,1.5282,0.9384,0.5898,-13.114,-2.5643,37.922,62.922,115.94,-115.94,-114.4812
25.8,1.5263,0.9361,0.5902,-13.109,-2.5662,37.891,62.745,115.7,-115.7,-114.2412
25.9,1.5247,0.9339,0.5908,-13.087,-2.5689,37.847,62.577,115.46,-115.46,-114.0012
26,1.5235,0.9319,0.5916,-13.043,-2.5724,37.825,62.397,115.23,-115.23,-113.7712
26.1,1.5221,0.9296,0.5925,-13.03,-2.5762,37.797,62.238,115.01,-115.01,-113.5512
26.2,1.5209,0.9274,0.5935,-13.001,-2.5805,37.751,62.071,114.77,-114.77,-113.3112
26.3,1.52,0.9254,0.5946,-12.949,-2.5853,37.725,61.908,114.55,-114.55,-113.0912
26.4,1.519,0.9232,0.5958,-12.906,-2.5905,37.7,61.744,114.33,-114.33,-112.8712
26.5,1.5176,0.9205,0.5971,-12.891,-2.596,37.659,61.576,114.09,-114.09,-112.6312
26.6,1.516,0.9176,0.5984,-12.882,-2.6017,37.609,61.369,113.8,-113.8,-112.3412
26.7,1.5146,0.9149,0.5997,-12.866,-2.6075,37.555,61.152,113.48,-113.48,-112.0212
26.8,1.5131,0.912,0.6011,-12.842,-2.6137,37.512,60.928,113.18,-113.18,-111.7212
26.9,1.5119,0.9092,0.6027,-12.795,-2.6204,37.45,60.717,112.86,-112.86,-111.4012
27,1.5107,0.9064,0.6043,-12.74,-2.6275,37.397,60.506,112.56,-112.56,-111.1012
27.1,1.5095,0.9035,0.606,-12.69,-2.6347,37.357,60.281,112.25,-112.25,-110.7912
27.2,1.5086,0.9009,0.6077,-12.627,-2.6423,37.338,60.023,111.94,-111.94,-110.4812
27.3,1.5076,0.8981,0.6095,-12.576,-2.6499,37.326,59.768,111.63,-111.63,-110.1712
27.4,1.5066,0.8953,0.6113,-12.534,-2.6576,37.299,59.506,111.3,-111.3,-109.8412
27.5,1.5058,0.8928,0.613,-12.494,-2.6653,37.261,59.247,110.96,-110.96,-109.5012
27.6,1.5046,0.8899,0.6147,-12.5,-2.6726,37.231,58.995,110.63,-110.63,-109.1712
27.7,1.5035,0.8873,0.6162,-12.505,-2.6793,37.174,58.725,110.26,-110.26,-108.8012
27.8,1.5025,0.8849,0.6176,-12.512,-2.6852,37.14,58.463,109.92,-109.92,-108.4612
27.9,1.5013,0.8825,0.6188,-12.551,-2.6903,37.123,58.208,109.6,-109.6,-108.1412
28,1.4999,0.8802,0.6197,-12.603,-2.6944,37.108,57.95,109.29,-109.29,-107.8312
28.1,1.4982,0.8779,0.6203,-12.684,-2.6971,37.086,57.696,108.97,-108.97,-107.5112
28.2,1.4961,0.8755,0.6206,-12.77,-2.6983,37.064,57.452,108.67,-108.67,-107.2112
28.3,1.4936,0.873,0.6206,-12.88,-2.6983,37.051,57.186,108.34,-108.34,-106.8812
28.4,1.4906,0.8703,0.6203,-12.99,-2.697,37.04,56.905,108.01,-108.01,-106.5512
28.5,1.4876,0.8679,0.6197,-13.092,-2.6945,37.022,56.627,107.67,-107.67,-106.2112
28.6,1.4841,0.8652,0.6189,-13.198,-2.691,36.993,56.38,107.35,-107.35,-105.8912
28.7,1.4804,0.8625,0.6179,-13.299,-2.6866,36.945,56.125,107,-107,-105.5412
28.8,1.4765,0.8598,0.6167,-13.386,-2.6815,36.914,55.868,106.67,-106.67,-105.2112
28.9,1.4721,0.8567,0.6154,-13.5,-2.6757,36.872,55.607,106.32,-106.32,-104.8612
29,1.468,0.854,0.614,-13.56,-2.6696,36.816,55.337,105.95,-105.95,-104.4912
29.1,1.4639,0.8514,0.6125,-13.607,-2.6633,36.773,55.107,105.63,-105.63,-104.1712
29.2,1.4597,0.8486,0.6111,-13.64,-2.657,36.745,54.856,105.31,-105.31,-103.8512
29.3,1.4554,0.8458,0.6096,-13.67,-2.6506,36.708,54.614,104.99,-104.99,-103.5312
29.4,1.451,0.8429,0.6081,-13.697,-2.6441,36.673,54.373,104.67,-104.67,-103.2112
29.5,1.4466,0.84,0.6066,-13.711,-2.6375,36.635,54.121,104.34,-104.34,-102.8812
29.6,1.442,0.837,0.605,-13.733,-2.6305,36.589,53.877,104.01,-104.01,-102.5512
29.7,1.4375,0.8341,0.6034,-13.747,-2.6233,36.536,53.634,103.67,-103.67,-102.2112
29.8,1.4327,0.831,0.6017,-13.765,-2.6159,36.485,53.402,103.34,-103.34,-101.8812
29.9,1.4278,0.8279,0.5999,-13.807,-2.6082,36.418,53.168,103,-103,-101.5412
30,1.4233,0.8252,0.5981,-13.793,-2.6006,36.364,52.92,102.65,-102.65,-101.1912
30.1,1.419,0.8226,0.5964,-13.781,-2.5931,36.337,52.691,102.35,-102.35,-100.8912
30.2,1.4147,0.82,0.5947,-13.756,-2.5858,36.317,52.474,102.08,-102.08,-100.6212
30.3,1.4106,0.8174,0.5932,-13.724,-2.5789,36.279,52.269,101.8,-101.8,-100.3412
30.4,1.4065,0.8149,0.5916,-13.693,-2.5723,36.239,52.076,101.53,-101.53,-100.0712
30.5,1.4026,0.8124,0.5902,-13.643,-2.5662,36.193,51.888,101.26,-101.26,-99.8012
30.6,1.3986,0.8096,0.589,-13.599,-2.5607,36.163,51.695,101.01,-101.01,-99.5512
30.7,1.3953,0.8074,0.5879,-13.506,-2.556,36.115,51.49,100.72,-100.72,-99.2612
30.8,1.3924,0.8054,0.587,-13.393,-2.5521,36.098,51.323,100.51,-100.51,-99.0512
30.9,1.389,0.8028,0.5862,-13.324,-2.5487,36.076,51.149,100.28,-100.28,-98.8212
31,1.3865,0.8009,0.5856,-13.207,-2.546,36.033,50.965,100.02,-100.02,-98.5612
31.1,1.384,0.7989,0.5851,-13.09,-2.544,36.009,50.823,99.828,-99.828,-98.3692
31.2,1.3823,0.7975,0.5848,-12.957,-2.5428,35.985,50.675,99.631,-99.631,-98.1722
31.3,1.3803,0.7957,0.5846,-12.876,-2.5418,35.972,50.561,99.484,-99.484,-98.0252
31.4,1.3787,0.7942,0.5845,-12.792,-2.5413,35.947,50.425,99.3,-99.3,-97.8412
31.5,1.3774,0.7929,0.5845,-12.719,-2.5412,35.94,50.286,99.131,-99.131,-97.6722
31.6,1.3763,0.7918,0.5845,-12.674,-2.5415,35.928,50.173,98.988,-98.988,-97.5292
31.7,1.3753,0.7906,0.5847,-12.641,-2.542,35.909,50.072,98.85,-98.85,-97.3912
31.8,1.3746,0.7898,0.5848,-12.616,-2.5428,35.9,49.97,98.722,-98.722,-97.2632
31.9,1.3735,0.7884,0.5851,-12.63,-2.5438,35.912,49.859,98.608,-98.608,-97.1492
32,1.3726,0.7873,0.5853,-12.648,-2.5447,35.901,49.734,98.451,-98.451,-96.9922
32.1,1.3718,0.7863,0.5855,-12.656,-2.5457,35.899,49.61,98.307,-98.307,-96.8482
32.2,1.3704,0.7847,0.5857,-12.699,-2.5464,35.896,49.502,98.179,-98.179,-96.7202
32.3,1.3692,0.7834,0.5858,-12.708,-2.547,35.881,49.359,97.998,-97.998,-96.5392
32.4,1.3678,0.7819,0.5859,-12.72,-2.5474,35.878,49.222,97.836,-97.836,-96.3772
32.5,1.3664,0.7805,0.5859,-12.726,-2.5474,35.862,49.088,97.664,-97.664,-96.2052
32.6,1.3653,0.7794,0.5859,-12.685,-2.5473,35.849,48.947,97.487,-97.487,-96.0282
32.7,1.3638,0.778,0.5858,-12.67,-2.5468,35.847,48.838,97.359,-97.359,-95.9002
32.8,1.3621,0.7766,0.5855,-12.653,-2.5455,35.83,48.716,97.199,-97.199,-95.7402
32.9,1.36,0.775,0.585,-12.656,-2.5434,35.812,48.581,97.024,-97.024,-95.5652
33,1.358,0.7738,0.5842,-12.648,-2.5401,35.795,48.436,96.838,-96.838,-95.3792
33.1,1.3557,0.7726,0.5831,-12.65,-2.5353,35.803,48.288,96.675,-96.675,-95.2162
33.2,1.3531,0.7713,0.5818,-12.665,-2.5294,35.79,48.173,96.529,-96.529,-95.0702
33.3,1.3501,0.77,0.5801,-12.692,-2.5222,35.797,48.033,96.376,-96.376,-94.9172
33.4,1.3471,0.7689,0.5782,-12.705,-2.514,35.791,47.898,96.214,-96.214,-94.7552
33.5,1.3438,0.7676,0.5762,-12.72,-2.5052,35.787,47.782,96.076,-96.076,-94.6172
33.6,1.3398,0.7659,0.5739,-12.781,-2.4954,35.785,47.643,95.913,-95.913,-94.4542
33.7,1.3361,0.7645,0.5716,-12.791,-2.4851,35.75,47.489,95.695,-95.695,-94.2362
33.8,1.3321,0.763,0.5691,-12.811,-2.4745,35.722,47.379,95.537,-95.537,-94.0782
33.9,1.3282,0.7615,0.5667,-12.815,-2.464,35.695,47.247,95.354,-95.354,-93.8952
34,1.3243,0.76,0.5643,-12.806,-2.4533,35.686,47.107,95.183,-95.183,-93.7242
34.1,1.3205,0.7586,0.5619,-12.792,-2.4429,35.675,46.975,95.02,-95.02,-93.5612
34.2,1.3166,0.7571,0.5595,-12.769,-2.4326,35.666,46.843,94.856,-94.856,-93.3972
34.3,1.3129,0.7558,0.5571,-12.737,-2.4224,35.643,46.724,94.693,-94.693,-93.2342
34.4,1.3092,0.7544,0.5548,-12.711,-2.4121,35.636,46.599,94.542,-94.542,-93.0832
34.5,1.3053,0.7529,0.5524,-12.703,-2.4018,35.619,46.474,94.378,-94.378,-92.9192
34.6,1.3011,0.7512,0.5499,-12.717,-2.391,35.605,46.333,94.201,-94.201,-92.7422
34.7,1.2971,0.7497,0.5474,-12.718,-2.3801,35.575,46.184,93.995,-93.995,-92.5362
34.8,1.2929,0.748,0.5449,-12.739,-2.369,35.549,46.05,93.811,-93.811,-92.3522
34.9,1.2884,0.7461,0.5423,-12.778,-2.3577,35.517,45.911,93.613,-93.613,-92.1542
35,1.2842,0.7445,0.5397,-12.788,-2.3464,35.483,45.767,93.409,-93.409,-91.9502
35.1,1.2799,0.7428,0.5371,-12.802,-2.3351,35.46,45.63,93.225,-93.225,-91.7662
35.2,1.2757,0.7411,0.5346,-12.798,-2.3243,35.444,45.489,93.044,-93.044,-91.5852
35.3,1.2713,0.7391,0.5322,-12.797,-2.3138,35.425,45.346,92.858,-92.858,-91.3992
35.4,1.267,0.7371,0.5299,-12.782,-2.304,35.404,45.193,92.659,-92.659,-91.2002
35.5,1.2629,0.7351,0.5278,-12.728,-2.2948,35.366,45.041,92.439,-92.439,-90.9802
35.6,1.2587,0.7328,0.5259,-12.67,-2.2864,35.326,44.899,92.23,-92.23,-90.7712
35.7,1.2546,0.7304,0.5242,-12.594,-2.279,35.281,44.752,92.01,-92.01,-90.5512
35.8,1.2511,0.7283,0.5228,-12.463,-2.2729,35.227,44.586,91.757,-91.757,-90.2982
35.9,1.2478,0.7261,0.5217,-12.332,-2.2681,35.184,44.449,91.55,-91.55,-90.0912
36,1.2453,0.7244,0.5209,-12.153,-2.2648,35.135,44.297,91.318,-91.318,-89.8592
36.1,1.2437,0.7232,0.5205,-11.945,-2.2633,35.11,44.181,91.155,-91.155,-89.6962
36.2,1.2423,0.7218,0.5205,-11.769,-2.2631,35.103,44.096,91.05,-91.05,-89.5912
36.3,1.2414,0.7206,0.5208,-11.612,-2.2643,35.092,43.999,90.925,-90.925,-89.4662
36.4,1.2408,0.7195,0.5213,-11.484,-2.2666,35.075,43.893,90.784,-90.784,-89.3252
36.5,1.2402,0.7181,0.5221,-11.396,-2.2699,35.059,43.806,90.666,-90.666,-89.2072
36.6,1.2402,0.7171,0.5231,-11.313,-2.2743,35.042,43.687,90.51,-90.51,-89.0512
36.7,1.2407,0.7164,0.5243,-11.246,-2.2797,35.027,43.594,90.386,-90.386,-88.9272
36.8,1.241,0.7152,0.5258,-11.222,-2.2861,35.019,43.516,90.287,-90.287,-88.8282
36.9,1.2414,0.7139,0.5275,-11.235,-2.2934,34.994,43.401,90.126,-90.126,-88.6672
37,1.2424,0.7129,0.5295,-11.209,-2.302,34.97,43.269,89.946,-89.946,-88.4872
37.1,1.2431,0.7114,0.5317,-11.233,-2.3116,34.953,43.157,89.799,-89.799,-88.3402
37.2,1.2445,0.7103,0.5342,-11.217,-2.3225,34.902,43.03,89.593,-89.593,-88.1342
37.3,1.246,0.7091,0.5369,-11.205,-2.3345,34.875,42.921,89.437,-89.437,-87.9782
37.4,1.2481,0.7081,0.54,-11.174,-2.3476,34.847,42.794,89.259,-89.259,-87.8002
37.5,1.2504,0.7072,0.5432,-11.145,-2.3619,34.84,42.687,89.127,-89.127,-87.6682
37.6,1.2531,0.7064,0.5467,-11.109,-2.3769,34.821,42.579,88.981,-88.981,-87.5222
37.7,1.2558,0.7055,0.5503,-11.083,-2.3925,34.812,42.478,88.855,-88.855,-87.3962
37.8,1.2586,0.7047,0.5539,-11.072,-2.4084,34.807,42.369,88.723,-88.723,-87.2642
37.9,1.2614,0.7038,0.5576,-11.084,-2.4242,34.793,42.259,88.581,-88.581,-87.1222
38,1.2645,0.7034,0.5611,-11.089,-2.4397,34.777,42.165,88.455,-88.455,-86.9962
38.1,1.2673,0.7027,0.5646,-11.113,-2.4548,34.775,42.078,88.352,-88.352,-86.8932
38.2,1.2699,0.702,0.5679,-11.165,-2.4692,34.769,41.967,88.218,-88.218,-86.7592
38.3,1.2723,0.7012,0.5711,-11.228,-2.4828,34.761,41.851,88.075,-88.075,-86.6162
38.4,1.2743,0.7003,0.574,-11.307,-2.4956,34.72,41.754,87.916,-87.916,-86.4572
38.5,1.2766,0.6998,0.5768,-11.357,-2.5079,34.685,41.653,87.76,-87.76,-86.3012
38.6,1.2788,0.6993,0.5795,-11.412,-2.5196,34.674,41.564,87.645,-87.645,-86.1862
38.7,1.2806,0.6985,0.5821,-11.484,-2.5309,34.655,41.496,87.545,-87.545,-86.0862
38.8,1.2826,0.698,0.5846,-11.536,-2.5419,34.623,41.405,87.404,-87.404,-85.9452
38.9,1.2842,0.697,0.5872,-11.61,-2.5528,34.603,41.319,87.282,-87.282,-85.8232
39,1.286,0.6964,0.5896,-11.669,-2.5637,34.57,41.224,87.135,-87.135,-85.6762
39.1,1.2879,0.6957,0.5922,-11.71,-2.5746,34.553,41.125,87.001,-87.001,-85.5422
39.2,1.2899,0.6952,0.5947,-11.743,-2.5856,34.533,41.054,86.897,-86.897,-85.4382
39.3,1.2918,0.6946,0.5972,-11.796,-2.5965,34.518,40.972,86.785,-86.785,-85.3262
39.4,1.2938,0.6941,0.5997,-11.83,-2.6072,34.503,40.879,86.66,-86.66,-85.2012
39.5,1.2956,0.6936,0.602,-11.891,-2.6175,34.494,40.799,86.559,-86.559,-85.1002
39.6,1.2975,0.6933,0.6042,-11.963,-2.6271,34.472,40.728,86.452,-86.452,-84.9932
39.7,1.299,0.6927,0.6063,-12.061,-2.6359,34.459,40.655,86.354,-86.354,-84.8952
39.8,1.3003,0.6923,0.608,-12.183,-2.6437,34.433,40.585,86.242,-86.242,-84.7832
39.9,1.3011,0.6916,0.6095,-12.336,-2.65,34.405,40.517,86.132,-86.132,-84.6732
40,1.3018,0.6912,0.6106,-12.491,-2.6549,34.387,40.425,86.005,-86.005,-84.5462
40.1,1.3018,0.6904,0.6114,-12.679,-2.6582,34.373,40.345,85.897,-85.897,-84.4382
40.2,1.3015,0.6897,0.6118,-12.843,-2.6601,34.342,40.254,85.757,-85.757,-84.2982
40.3,1.3007,0.6887,0.612,-13.003,-2.6608,34.32,40.163,85.627,-85.627,-84.1682
40.4,1.2995,0.6876,0.6119,-13.147,-2.6604,34.295,40.066,85.487,-85.487,-84.0282
40.5,1.2978,0.6862,0.6116,-13.286,-2.6593,34.257,39.963,85.325,-85.325,-83.8662
40.6,1.2961,0.6849,0.6112,-13.366,-2.6576,34.213,39.853,85.147,-85.147,-83.6882
40.7,1.2941,0.6833,0.6108,-13.42,-2.6556,34.172,39.757,84.99,-84.99,-83.5312
40.8,1.292,0.6817,0.6103,-13.449,-2.6535,34.129,39.64,84.806,-84.806,-83.3472
40.9,1.2897,0.6799,0.6098,-13.462,-2.6512,34.086,39.527,84.626,-84.626,-83.1672
41,1.2879,0.6786,0.6093,-13.41,-2.6492,34.041,39.41,84.441,-84.441,-82.9822
41.1,1.2859,0.6771,0.6088,-13.382,-2.647,34.016,39.319,84.307,-84.307,-82.8482
41.2,1.2841,0.6758,0.6083,-13.326,-2.6449,33.98,39.204,84.134,-84.134,-82.6752
41.3,1.2824,0.6745,0.6079,-13.273,-2.6429,33.95,39.118,84,-84,-82.5412
41.4,1.2808,0.6735,0.6073,-13.226,-2.6406,33.919,39.028,83.86,-83.86,-82.4012
41.5,1.2791,0.6723,0.6068,-13.194,-2.6381,33.893,38.956,83.748,-83.748,-82.2892
41.6,1.2775,0.6715,0.606,-13.167,-2.635,33.865,38.881,83.629,-83.629,-82.1702
41.7,1.2756,0.6704,0.6052,-13.178,-2.6312,33.829,38.83,83.529,-83.529,-82.0702
41.8,1.2736,0.6695,0.6041,-13.194,-2.6266,33.792,38.759,83.406,-83.406,-81.9472
41.9,1.2711,0.6683,0.6028,-13.248,-2.6209,33.755,38.699,83.294,-83.294,-81.8352
42,1.2685,0.6672,0.6013,-13.294,-2.6143,33.707,38.619,83.146,-83.146,-81.6872
42.1,1.2654,0.6659,0.5995,-13.353,-2.6065,33.662,38.551,83.016,-83.016,-81.5572
42.2,1.2622,0.6647,0.5975,-13.389,-2.598,33.608,38.468,82.859,-82.859,-81.4002
42.3,1.2586,0.6632,0.5954,-13.426,-2.5887,33.557,38.404,82.727,-82.727,-81.2682
42.4,1.2549,0.6618,0.5931,-13.439,-2.5787,33.512,38.319,82.576,-82.576,-81.1172
42.5,1.251,0.6603,0.5907,-13.434,-2.5682,33.447,38.255,82.429,-82.429,-80.9702
42.6,1.2469,0.6588,0.5881,-13.412,-2.5572,33.375,38.188,82.27,-82.27,-80.8112
42.7,1.2426,0.6571,0.5855,-13.378,-2.5458,33.298,38.137,82.122,-82.122,-80.6632
42.8,1.2381,0.6553,0.5828,-13.342,-2.534,33.211,38.069,81.944,-81.944,-80.4852
42.9,1.2336,0.6536,0.58,-13.286,-2.5218,33.129,37.992,81.76,-81.76,-80.3012
43,1.2293,0.6522,0.5771,-13.226,-2.5092,33.051,37.923,81.591,-81.591,-80.1322
43.1,1.2251,0.651,0.5741,-13.17,-2.4961,32.989,37.865,81.453,-81.453,-79.9942
43.2,1.2206,0.6496,0.571,-13.133,-2.4825,32.944,37.805,81.334,-81.334,-79.8752
43.3,1.2162,0.6485,0.5677,-13.104,-2.4681,32.889,37.742,81.198,-81.198,-79.7392
43.4,1.2116,0.6473,0.5643,-13.097,-2.4533,32.846,37.684,81.08,-81.08,-79.6212
43.5,1.2068,0.6461,0.5607,-13.11,-2.4379,32.785,37.633,80.952,-80.952,-79.4932
43.6,1.2021,0.645,0.5571,-13.114,-2.4223,32.731,37.569,80.817,-80.817,-79.3582
43.7,1.1974,0.6439,0.5535,-13.126,-2.4066,32.694,37.511,80.708,-80.708,-79.2492
43.8,1.1928,0.6428,0.55,-13.127,-2.3912,32.656,37.459,80.604,-80.604,-79.1452
43.9,1.1883,0.6417,0.5466,-13.125,-2.3764,32.618,37.41,80.505,-80.505,-79.0462
44,1.1841,0.6407,0.5434,-13.103,-2.3625,32.587,37.359,80.41,-80.41,-78.9512
44.1,1.1803,0.6399,0.5404,-13.057,-2.3498,32.545,37.324,80.32,-80.32,-78.8612
44.2,1.1764,0.6386,0.5378,-13.012,-2.3382,32.529,37.287,80.26,-80.26,-78.8012
44.3,1.1728,0.6374,0.5354,-12.966,-2.3279,32.492,37.23,80.152,-80.152,-78.6932
44.4,1.1696,0.6362,0.5334,-12.89,-2.319,32.455,37.179,80.05,-80.05,-78.5912
44.5,1.1667,0.6351,0.5316,-12.811,-2.3114,32.413,37.139,79.955,-79.955,-78.4962
44.6,1.1643,0.6341,0.5302,-12.703,-2.3052,32.387,37.078,79.856,-79.856,-78.3972
44.7,1.162,0.633,0.529,-12.605,-2.3002,32.367,37.036,79.785,-79.785,-78.3262
44.8,1.1599,0.6318,0.5281,-12.509,-2.2963,32.337,36.984,79.69,-79.69,-78.2312
44.9,1.1583,0.6308,0.5275,-12.399,-2.2933,32.291,36.944,79.591,-79.591,-78.1322
45,1.157,0.63,0.527,-12.293,-2.2912,32.266,36.897,79.51,-79.51,-78.0512
45.1,1.1557,0.629,0.5267,-12.196,-2.29,32.246,36.874,79.46,-79.46,-78.0012
45.2,1.1547,0.6281,0.5266,-12.111,-2.2895,32.213,36.833,79.375,-79.375,-77.9162
45.3,1.154,0.6274,0.5266,-12.027,-2.2898,32.179,36.799,79.296,-79.296,-77.8372
45.4,1.1535,0.6266,0.5269,-11.941,-2.2907,32.154,36.766,79.23,-79.23,-77.7712
45.5,1.1532,0.6259,0.5273,-11.86,-2.2924,32.126,36.75,79.179,-79.179,-77.7202
45.6,1.1533,0.6254,0.5279,-11.753,-2.2951,32.103,36.727,79.126,-79.126,-77.6672
45.7,1.1534,0.6247,0.5287,-11.677,-2.2987,32.091,36.709,79.091,-79.091,-77.6322
45.8,1.1539,0.6242,0.5297,-11.571,-2.3032,32.067,36.681,79.032,-79.032,-77.5732
45.9,1.1547,0.6236,0.5311,-11.46,-2.309,32.043,36.672,78.994,-78.994,-77.5352
46,1.156,0.6234,0.5326,-11.337,-2.3158,32.023,36.656,78.953,-78.953,-77.4942
46.1,1.1578,0.6233,0.5345,-11.2,-2.324,32.006,36.66,78.937,-78.937,-77.4782
46.2,1.1598,0.6231,0.5367,-11.087,-2.3333,32.001,36.675,78.948,-78.948,-77.4892
46.3,1.1627,0.6237,0.539,-10.955,-2.3437,31.993,36.676,78.941,-78.941,-77.4822
46.4,1.1654,0.6238,0.5416,-10.872,-2.3546,32.011,36.709,78.998,-78.998,-77.5392
46.5,1.1686,0.6245,0.5441,-10.801,-2.3658,32.01,36.718,79.009,-79.009,-77.5502
46.6,1.1717,0.625,0.5467,-10.775,-2.3768,32.031,36.747,79.066,-79.066,-77.6072
46.7,1.1751,0.626,0.5491,-10.768,-2.3875,32.052,36.768,79.114,-79.114,-77.6552
46.8,1.1783,0.627,0.5513,-10.816,-2.3971,32.075,36.812,79.193,-79.193,-77.7342
46.9,1.1811,0.6279,0.5532,-10.904,-2.4053,32.104,36.852,79.271,-79.271,-77.8122
47,1.1836,0.6289,0.5547,-11.018,-2.4118,32.114,36.896,79.334,-79.334,-77.8752
47.1,1.1856,0.6298,0.5558,-11.151,-2.4165,32.136,36.945,79.415,-79.415,-77.9562
47.2,1.1871,0.6306,0.5565,-11.279,-2.4196,32.145,36.98,79.466,-79.466,-78.0072
47.3,1.188,0.6312,0.5568,-11.419,-2.4209,32.164,37.013,79.525,-79.525,-78.0662
47.4,1.1883,0.6315,0.5568,-11.557,-2.4208,32.175,37.019,79.545,-79.545,-78.0862
47.5,1.1884,0.6319,0.5565,-11.672,-2.4194,32.183,37.028,79.563,-79.563,-78.1042
47.6,1.1882,0.6323,0.5559,-11.767,-2.4171,32.193,37.039,79.588,-79.588,-78.1292
47.7,1.1876,0.6324,0.5552,-11.857,-2.4138,32.204,37.053,79.617,-79.617,-78.1582
47.8,1.1869,0.6326,0.5543,-11.915,-2.4102,32.204,37.056,79.621,-79.621,-78.1622
47.9,1.1861,0.6327,0.5534,-11.954,-2.4063,32.208,37.056,79.625,-79.625,-78.1662
48,1.1853,0.6328,0.5525,-11.984,-2.402,32.205,37.071,79.639,-79.639,-78.1802
48.1,1.1841,0.6327,0.5514,-12.014,-2.3974,32.193,37.09,79.647,-79.647,-78.1882
48.2,1.183,0.6327,0.5503,-12.032,-2.3924,32.181,37.086,79.628,-79.628,-78.1692
48.3,1.1815,0.6325,0.549,-12.07,-2.3869,32.17,37.104,79.637,-79.637,-78.1782
48.4,1.1802,0.6326,0.5476,-12.082,-2.381,32.161,37.092,79.613,-79.613,-78.1542
48.5,1.1785,0.6323,0.5462,-12.117,-2.3747,32.16,37.094,79.614,-79.614,-78.1552
48.6,1.1767,0.6321,0.5446,-12.157,-2.368,32.134,37.087,79.576,-79.576,-78.1172
48.7,1.1746,0.6316,0.543,-12.208,-2.3609,32.113,37.084,79.549,-79.549,-78.0902
48.8,1.1725,0.6313,0.5412,-12.253,-2.3532,32.084,37.065,79.492,-79.492,-78.0332
48.9,1.17,0.6306,0.5394,-12.322,-2.3451,32.048,37.069,79.456,-79.456,-77.9972
49,1.1676,0.6301,0.5375,-12.363,-2.3368,32.004,37.039,79.371,-79.371,-77.9122
49.1,1.1648,0.6294,0.5354,-12.431,-2.3278,31.991,37.014,79.327,-79.327,-77.8682
49.2,1.1618,0.6285,0.5333,-12.481,-2.3186,31.948,36.984,79.243,-79.243,-77.7842
49.3,1.1588,0.6277,0.5311,-12.513,-2.3092,31.916,36.95,79.167,-79.167,-77.7082
49.4,1.156,0.627,0.529,-12.506,-2.2999,31.878,36.913,79.081,-79.081,-77.6222
49.5,1.1532,0.6263,0.5269,-12.479,-2.2908,31.854,36.891,79.029,-79.029,-77.5702
49.6,1.1504,0.6255,0.5249,-12.437,-2.282,31.837,36.87,78.985,-78.985,-77.5262
49.7,1.1477,0.6248,0.5229,-12.362,-2.2737,31.802,36.863,78.936,-78.936,-77.4772
49.8,1.1452,0.624,0.5212,-12.258,-2.266,31.772,36.843,78.879,-78.879,-77.4202
49.9,1.1429,0.6233,0.5196,-12.134,-2.2591,31.735,36.84,78.832,-78.832,-77.3732
50,1.141,0.6229,0.5181,-11.995,-2.2526,31.702,36.845,78.8,-78.8,-77.3412
50.1,1.1393,0.6225,0.5168,-11.85,-2.2469,31.677,36.859,78.787,-78.787,-77.3282
50.2,1.1376,0.6221,0.5155,-11.743,-2.2415,31.654,36.876,78.781,-78.781,-77.3222
50.3,1.1362,0.6218,0.5144,-11.625,-2.2365,31.616,36.886,78.749,-78.749,-77.2902
50.4,1.1349,0.6216,0.5133,-11.543,-2.2318,31.6,36.909,78.757,-78.757,-77.2982
50.5,1.1339,0.6216,0.5123,-11.458,-2.2274,31.584,36.917,78.748,-78.748,-77.2892
50.6,1.1329,0.6216,0.5113,-11.415,-2.2231,31.582,36.933,78.764,-78.764,-77.3052
50.7,1.1322,0.6218,0.5104,-11.363,-2.219,31.572,36.938,78.757,-78.757,-77.2982
50.8,1.131,0.6216,0.5094,-11.375,-2.2149,31.567,36.971,78.789,-78.789,-77.3302
50.9,1.1301,0.6216,0.5085,-11.375,-2.211,31.543,36.975,78.767,-78.767,-77.3082
51,1.1295,0.6218,0.5077,-11.347,-2.2075,31.536,36.98,78.765,-78.765,-77.3062
51.1,1.129,0.6219,0.5071,-11.313,-2.2047,31.542,37.009,78.806,-78.806,-77.3472
51.2,1.1286,0.622,0.5066,-11.291,-2.2024,31.545,37.035,78.839,-78.839,-77.3802
51.3,1.1284,0.6222,0.5062,-11.244,-2.2009,31.536,37.064,78.861,-78.861,-77.4022
51.4,1.1286,0.6226,0.506,-11.198,-2.2001,31.545,37.092,78.905,-78.905,-77.4462
51.5,1.1287,0.6227,0.506,-11.172,-2.2001,31.557,37.118,78.948,-78.948,-77.4892
51.6,1.1289,0.6228,0.5061,-11.152,-2.2004,31.556,37.134,78.965,-78.965,-77.5062
51.7,1.1293,0.623,0.5063,-11.135,-2.2011,31.566,37.124,78.965,-78.965,-77.5062
51.8,1.1299,0.6234,0.5065,-11.107,-2.202,31.569,37.154,79.004,-79.004,-77.5452
51.9,1.1303,0.6237,0.5066,-11.109,-2.2026,31.577,37.192,79.055,-79.055,-77.5962
52,1.1307,0.624,0.5067,-11.105,-2.2029,31.563,37.232,79.086,-79.086,-77.6272
52.1,1.1314,0.6247,0.5067,-11.087,-2.2028,31.573,37.277,79.149,-79.149,-77.6902
52.2,1.1316,0.6251,0.5065,-11.097,-2.2023,31.583,37.347,79.241,-79.241,-77.7822
